ISO_3DIGIT,Jan_Temp,Feb_temp,Mar_temp,Apr_Temp,May_temp,Jun_Temp,July_Temp,Aug_Temp,Sept_temp,Oct_temp,Nov_Temp,Dec_temp,Annual_temp,Jan_precip,Feb_precip,Mar_precip,Apr_precip,May_precip,Jun_precip,July_precip,Aug_precip,Sept_precip,Oct_precip,Nov_precip,Dec_precip,Monthly Average,Jan_precip,Feb_precip,Mar_precip,Apr_precip,May_precip,Jun_precip,July_precip,Aug_precip,Sept_precip,Oct_precip,Nov_precip,Dec_precip,name
ROU,25.28503842,29.53094515,38.12595409,48.90124627,57.92950958,63.59633209,66.53804628,65.86529649,59.32888574,49.52083352,39.45429648,30.24676799,47.86024194,36.92,35.16,36.08,51.91,75.93,92.89,79.68,64.74,46.15,37.22,42.96,42.57,53.51736355,Dry,Dry,Dry,Dry,Rainy,Rainy,Rainy,Rainy,Dry,Dry,Dry,Dry,Romania
RUS,-16.59410074,-12.50464919,2.165072934,19.86650846,37.22854939,51.73602787,58.627998,53.61077065,42.00704246,22.39804794,0.252009719,-11.33322067,20.62166994,21.59,16.62,17.75,23.96,34.46,51.62,65.42,62.78,46.99,37.3,30.53,25.79,36.23293446,Dry,Dry,Dry,Dry,Dry,Rainy,Rainy,Rainy,Rainy,Rainy,Dry,Dry,Russian Federation
RWA,66.2365395,66.63794045,66.64441998,66.27776055,66.02647987,65.40998001,65.48521988,66.70292011,66.81938,66.57836021,65.89021954,65.94349979,66.2214199,91.97,102.59,139.32,166.41,112.19,27.86,11.06,40.94,91.99,116.97,149.31,112.2,96.90029653,Dry,Rainy,Rainy,Rainy,Rainy,Dry,Dry,Dry,Dry,Rainy,Rainy,Rainy,Rwanda
SAU,59.62664709,62.85781318,69.07920267,76.15057113,84.00027633,88.86644464,89.66699991,89.74866575,86.37762367,78.53702624,69.49076314,62.05936107,76.37181321,6.19,5.91,11.77,16.32,8.47,1.72,3.77,3.34,0.94,2.13,6.96,5.89,6.116954217,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Saudi Arabia
SDN,68.76943278,71.91763843,78.16687791,83.80739678,87.76248907,88.2675993,85.7148559,84.83258981,84.84938789,83.02871221,75.99795226,70.2907418,80.2838009,0.41,0.58,1.32,3.64,12.56,28.45,60.19,75.12,36.92,12.79,1.36,0.7,19.50303158,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Sudan
SEN,75.77997053,79.74949997,83.25462955,86.06350295,87.95101491,86.19312955,83.25293535,81.79800597,81.86185294,83.48810003,80.896206,75.77205583,82.17177049,0.31,0.49,0.06,0.28,11.07,68.76,155.46,224.18,178.62,58.9,2.78,0.18,58.42506801,Dry,Dry,Dry,Dry,Dry,Rainy,Rainy,Rainy,Rainy,Rainy,Dry,Dry,Senegal
SJM,-0.950819367,-1.750328907,-0.182045131,6.352245128,20.62554839,32.13819163,39.38290825,36.89754638,27.79471085,16.95289031,8.093489694,1.162786959,15.54311483,51.77,50.06,53.87,33.39,27.34,31.18,40.4,51.45,50.54,48.92,50.16,53.93,45.25084615,Rainy,Rainy,Rainy,Dry,Dry,Dry,Dry,Rainy,Rainy,Rainy,Rainy,Rainy,Svalbard and Jan Mayen
SLB,79.41145988,78.93122002,78.7015395,78.32228047,77.92483974,77.17658016,76.29493969,76.73629963,77.94140026,78.79424042,79.00592018,79.36879997,78.21734077,350.97,334.55,352.32,262.26,231.84,190.82,261.47,239.13,217.14,217.04,226.11,273.72,263.1140849,Rainy,Rainy,Rainy,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Rainy,Solomon Islands
SLE,77.33516046,80.4873201,81.77575985,81.92609567,80.46500028,78.66838365,76.90114419,76.71279184,77.69948015,78.561752,78.80604797,77.20800772,78.87883981,4.8,14.91,35.61,95.34,220.75,314.44,464.91,519.26,411.2,276.87,95.38,18.25,205.9767411,Dry,Dry,Dry,Dry,Rainy,Rainy,Rainy,Rainy,Rainy,Rainy,Dry,Dry,Sierra Leone
SLV,75.1174253,76.05589976,78.26832437,79.43427505,78.62450027,76.75880032,77.28507547,76.88457446,75.73392482,75.6086,74.81817532,74.45637451,76.58757496,6.14,4.55,10.94,41.88,174.9,301.99,256.77,274.48,342.24,202.92,45.69,10.31,139.4008649,Dry,Dry,Dry,Dry,Rainy,Rainy,Rainy,Rainy,Rainy,Rainy,Dry,Dry,El Salvador
SOM,77.0536434,78.52542356,80.88152171,82.39119518,82.55739808,82.16482821,80.80252546,80.83675082,81.81887165,80.00959162,78.12314894,76.99970291,80.18031964,2.37,3.33,10.15,58.46,53.92,15.86,12.8,9.97,12.12,46.01,32.99,7.38,22.11271165,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Somalia
SRB,29.25568244,33.13689649,40.84225604,50.55218794,59.28080008,65.13521288,68.52467093,68.23347741,61.63758066,51.7258167,41.71400195,33.82691134,50.32218842,50.13,46.52,49.49,59.79,78.06,88.65,67.45,57.29,56.13,47.9,63.29,61.77,60.53863821,Dry,Dry,Dry,Dry,Rainy,Rainy,Rainy,Dry,Dry,Dry,Rainy,Rainy,Serbia
SSD,79.5983352,82.28672345,84.74176474,84.54648237,82.22033537,79.53807063,77.81206473,77.81214404,78.67366478,79.79056471,79.63775006,78.9855852,80.4702676,2.38,6.46,27.3,62.66,116.4,133.88,161.69,175,144.19,96.49,25.03,5.11,79.71512356,Dry,Dry,Dry,Dry,Rainy,Rainy,Rainy,Rainy,Rainy,Rainy,Dry,Dry,South Sudan
SUR,77.07967764,76.9870327,77.62581229,78.14939203,78.34977985,78.03959181,78.08778781,78.83912275,79.69283667,80.03784893,79.60430621,78.05465331,78.37894694,208.77,162.04,201.06,257.72,358.64,317.94,252.51,169.49,76.31,63.2,86.98,162.14,193.0675221,Rainy,Dry,Rainy,Rainy,Rainy,Rainy,Rainy,Dry,Dry,Dry,Dry,Dry,Suriname
SVK,24.49978069,28.89593688,36.31216794,45.68273461,54.36649532,59.59926135,62.50750779,62.01382314,55.71135148,46.9746155,36.40514418,28.04994182,45.08491304,43.2,42.27,42.45,53.51,81.34,101.13,93.28,86.92,58.02,49.89,61.6,53.89,63.95969254,Dry,Dry,Dry,Dry,Rainy,Rainy,Rainy,Rainy,Dry,Dry,Dry,Dry,Slovakia
SVN,28.23931997,31.76667145,38.07665992,45.64194012,53.89413986,59.71814003,63.28080006,62.4961998,56.95785961,48.57608013,38.44535393,30.57600001,46.47238002,78.33,75.77,94.94,111.72,118.56,143.93,128.59,135.37,124.88,118.38,137.45,93.88,113.4838969,Dry,Dry,Dry,Dry,Rainy,Rainy,Rainy,Rainy,Rainy,Rainy,Rainy,Dry,Slovenia
SWE,13.8769881,15.78942527,23.03926979,32.34298769,43.61808887,53.13252776,56.30920269,53.81677536,45.75616623,37.02243095,25.14450112,17.5528768,34.78343101,44.75,33,35.77,33.44,40.34,53.8,78.08,72.44,66.87,57.2,56.12,49.35,51.76252778,Dry,Dry,Dry,Dry,Dry,Rainy,Rainy,Rainy,Rainy,Rainy,Rainy,Dry,Sweden
SWZ,75.55135994,75.18776055,73.51340019,69.24956093,65.02387993,60.29923973,60.6354794,63.7124004,67.57952026,69.11275986,71.20147987,73.87015991,68.74484009,130.38,126.99,85.29,50.05,19.93,9.84,9.25,18.47,41.4,83.55,108.55,114.68,66.53088989,Rainy,Rainy,Rainy,Dry,Dry,Dry,Dry,Dry,Dry,Rainy,Rainy,Rainy,Swaziland
SYR,43.01978493,46.3161644,52.63076408,61.45924377,70.67433154,78.77635357,83.71705762,83.19076716,77.35755903,67.28411778,54.92466683,45.7979345,63.76240534,53.85,45.78,44.3,33.75,14.01,1.83,0.35,0.31,1.15,17.91,31.62,51.52,24.69764642,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Syrian Arab Republic
TCD,69.19582103,73.57836774,79.78959724,85.19622226,87.86104039,87.34324062,84.67444474,82.7772279,83.05585452,81.02171192,74.83366013,70.32837891,79.97133426,0.21,1.38,2.26,8.36,20.86,37.11,82.39,113.71,51.31,12.4,0.35,0.15,27.54213917,Dry,Dry,Dry,Dry,Dry,Rainy,Rainy,Rainy,Rainy,Dry,Dry,Dry,Chad
TGO,80.03339958,83.39819965,84.75950012,83.85310021,81.68800011,78.81299992,77.01170025,76.70230007,77.63959999,79.41389961,80.30670013,79.23940029,80.23840046,5.43,18.55,63.34,99.82,134.1,169.05,186.47,183.22,194.86,105.01,20.43,8.82,99.09284634,Dry,Dry,Dry,Rainy,Rainy,Rainy,Rainy,Rainy,Rainy,Rainy,Dry,Dry,Togo
THA,73.57902585,77.38126117,81.29068127,84.00922122,82.97604237,81.64541878,80.94314346,80.47532363,80.11231651,79.1688835,76.28499763,73.13216,79.24979877,13.7,16.43,35.33,82.33,197.43,199.1,205.22,246.99,258.6,168.29,78.8,30.26,127.7063788,Dry,Dry,Dry,Dry,Rainy,Rainy,Rainy,Rainy,Rainy,Rainy,Dry,Dry,Thailand
TJK,13.64292964,16.10460705,26.45161697,38.19607072,45.48649758,54.13154301,59.68245636,58.47143764,50.45549459,39.20877021,28.24962366,19.26424951,37.44544724,52.53,57.78,83.24,76.65,61.42,19.01,6.22,2.46,2.85,32.19,42.86,54.82,41.00188748,Rainy,Rainy,Rainy,Rainy,Rainy,Dry,Dry,Dry,Dry,Dry,Rainy,Rainy,Tajikistan
TKM,33.81472508,36.70838879,47.35485257,60.92335707,71.93037456,80.34986147,84.83662057,81.19758251,71.42979023,58.03689458,47.7599492,38.40439775,59.39560488,19.01,17.99,28.59,25.28,14.91,3.53,3.13,1.53,2.24,8.44,13.19,18.92,13.06265797,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Turkmenistan
TLS,77.83640061,77.84119969,77.64020023,77.3230999,76.6625,75.34189987,74.86219959,75.30619946,76.38350048,77.60689965,78.36709976,78.0961998,76.93879986,201.63,185.15,171.87,80.86,100.78,63.1,31.7,14.77,17.93,44.71,107.28,220,103.3144803,Rainy,Rainy,Rainy,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Rainy,Rainy,Timor-Leste
TTO,76.49060002,76.73360042,77.675,79.01240005,79.88000068,79.07269955,78.9043993,79.36430073,79.73239936,79.53529949,78.83329888,77.39600049,78.55250035,74.18,44.95,40.57,60.54,124.24,224.15,256.2,229.92,189.81,214.99,206.47,165.38,152.6172485,Dry,Dry,Dry,Dry,Dry,Rainy,Rainy,Rainy,Rainy,Rainy,Rainy,Rainy,Trinidad and Tobago
TUN,50.78353682,53.3556105,57.5720411,63.29461057,71.02017882,78.75844199,83.75723158,83.63893696,78.20659975,69.23521058,59.82629466,52.80162101,66.85422111,30.1,30.42,31.41,22.39,14.1,7.58,2.33,6.55,21.75,34.63,30.32,35.5,22.25729249,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Tunisia
TUR,31.05671263,33.7655205,40.58832134,50.02943028,58.0539924,65.36357952,71.28893436,70.97578452,64.60521669,54.61406258,44.32406558,35.49996689,51.68049167,72.01,61.09,60.56,62.09,56.45,33.84,14.58,12,17.46,44.1,58.67,80.43,47.77359424,Rainy,Rainy,Rainy,Rainy,Rainy,Dry,Dry,Dry,Dry,Dry,Rainy,Rainy,Turkey
TZA,73.4819798,73.78583739,73.72896912,72.75814953,71.12189053,68.61938877,68.17570357,69.78054815,72.13788712,74.14554827,74.35018756,73.71910749,72.15045768,149.48,141.47,179.41,176.86,64.46,14,8.19,8.07,15.87,33.16,100.86,160.55,87.69863113,Rainy,Rainy,Rainy,Rainy,Dry,Dry,Dry,Dry,Dry,Dry,Rainy,Rainy,"Tanzania, United Republic of"
UGA,73.72988276,74.59166595,74.61862177,73.48701461,72.54930245,71.56158558,70.80685852,71.18722908,71.80021739,72.46718282,72.56673177,72.70337822,72.67251479,37.33,54.04,101.2,151.87,141.42,85.87,91.76,117.07,122.47,128.35,118.11,58.41,100.6579528,Dry,Dry,Rainy,Rainy,Rainy,Dry,Dry,Rainy,Rainy,Rainy,Rainy,Dry,Uganda
UKR,22.72898827,25.36258164,34.12604975,48.35319089,59.16271573,65.15868174,67.91029192,66.81989316,58.59699273,47.52608968,37.05319332,28.44175075,46.77001802,40.09,34.92,32.65,40.67,51.36,70.06,71.85,53.94,43.5,32.89,42.56,47.3,46.81573336,Dry,Dry,Dry,Dry,Rainy,Rainy,Rainy,Rainy,Dry,Dry,Dry,Rainy,Ukraine
URY,75.02663427,74.06126866,70.26288275,64.18207127,58.71917425,53.19322566,53.23092289,55.00711135,57.79433436,62.51403718,67.31926573,72.14776572,63.62147426,114.14,128.02,115.29,97.93,96.73,89.82,105.22,95.78,103.34,107.95,103.39,92.86,104.2064389,Rainy,Rainy,Rainy,Dry,Dry,Dry,Rainy,Dry,Dry,Rainy,Dry,Dry,Uruguay
USA,20.64191422,24.27564944,32.11575375,42.5673,53.75842953,62.81073511,67.89022652,65.9260131,57.9375674,45.85776091,32.68523773,23.43327409,44.15832872,44.6,41.97,51.4,49.11,60.09,64.49,65.78,65.15,61.47,49.41,50.64,50.43,54.54472271,Dry,Dry,Dry,Dry,Rainy,Rainy,Rainy,Rainy,Rainy,Dry,Dry,Dry,United States
UZB,26.53724631,29.20265337,41.67869773,57.37171249,68.75677157,77.61814051,81.87780312,77.54957178,67.18489628,52.92946445,41.65034724,32.06137007,54.53488997,21.38,20.23,33.72,32.71,19.26,5.48,3.3,1.45,2.38,12.47,17.12,22.33,15.98513527,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Uzbekistan
VCT,77.55259858,77.5346016,78.61459885,80.02940101,81.89599876,82.26140061,81.6980011,81.86000137,81.69260063,81.18139991,80.38939896,78.59659843,80.27599944,73.63,51.82,47.35,53.84,90.87,157.91,195.97,215.08,206.59,195.14,176.6,121.17,132.1641744,Dry,Dry,Dry,Dry,Dry,Rainy,Rainy,Rainy,Rainy,Rainy,Rainy,Dry,Saint Vincent and the Grenadines
VEN,77.04869772,78.0112949,79.02946636,79.051213,78.10181356,76.63634514,76.30706707,76.81685148,77.42697211,77.7809131,77.70976139,76.95752613,77.57321765,50.63,46,58.37,131.54,229.13,296.5,292.73,267.29,202.19,170.72,132.09,80.48,163.1378322,Dry,Dry,Dry,Dry,Rainy,Rainy,Rainy,Rainy,Rainy,Rainy,Dry,Dry,"Venezuela, Bolivarian Republic of"
VIR,75.09200095,75.38000068,76.04059829,77.41399917,78.8846016,80.09599876,80.37139854,80.83939896,80.86999932,80.00059968,78.55340157,76.50139923,78.33740005,145.83,93.22,84.39,141.58,219.34,182.21,173.8,212.86,249.94,235.37,212.17,180.76,177.6227417,Dry,Dry,Dry,Dry,Rainy,Rainy,Dry,Rainy,Rainy,Rainy,Rainy,Rainy,"Virgin Islands, U.S."
VNM,67.02458955,69.07370004,71.71376316,77.44229469,80.300663,80.76564745,80.90636313,80.39026838,78.91248416,76.30313167,72.36177889,68.70908949,75.32536843,37.33,25.84,39.94,73.48,167.9,228.48,250.25,264.18,266.37,236.87,170.76,73.76,152.9300661,Dry,Dry,Dry,Dry,Rainy,Rainy,Rainy,Rainy,Rainy,Rainy,Rainy,Dry,Viet Nam
VUT,77.5967001,77.80099945,77.41130066,76.0576992,74.3359991,73.0282999,72.0230011,71.98970051,72.47659912,73.87430038,75.69769955,76.66070099,74.91289978,341.21,317.85,342.45,268.28,189.42,184.92,144.7,149.38,135.5,174.35,193.77,220.29,221.842509,Rainy,Rainy,Rainy,Rainy,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Vanuatu
YEM,65.03536502,66.65552851,69.47055319,74.39895324,78.54710001,82.04501444,80.56915463,80.1984714,79.0306455,73.42919738,68.54694282,66.26772205,73.68290373,6.57,8.66,14.33,25.15,15.89,9.14,28.93,25.66,9.6,4.63,8.95,9.02,13.87824164,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Yemen
ZAF,73.74964399,72.78026799,69.98449202,63.93534397,57.6348452,52.09227881,51.9278264,55.353832,60.85286121,64.95823598,68.86463196,71.95823198,63.67437202,67.25,65.66,60.42,40.08,18.43,15.42,12.78,17.71,22.22,42.57,55.08,57.16,39.5646794,Rainy,Rainy,Rainy,Rainy,Dry,Dry,Dry,Dry,Dry,Rainy,Rainy,Rainy,South Africa
ZMB,73.1981408,73.28572163,73.22293762,71.4399656,67.2442736,63.25169362,62.7210321,67.04926158,73.25152163,76.404272,75.54617597,73.60214006,70.85143754,224.09,198.09,154.74,50.78,4.68,0.37,0.05,0.23,3.63,32.03,111.56,224.5,83.72943298,Rainy,Rainy,Rainy,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Rainy,Rainy,Zambia
ZWE,75.01961613,74.28435579,73.24885304,70.06511618,65.11767054,60.43031184,60.15586469,64.22525435,70.45870749,74.72344989,75.61876472,74.93007932,69.85650148,152.18,136.24,76.34,32.51,8.07,3.67,1.98,2.41,6.97,27.39,75.98,145.24,55.74789775,Rainy,Rainy,Rainy,Dry,Dry,Dry,Dry,Dry,Dry,Dry,Rainy,Rainy,Zimbabwe
